0,32,0
10000,57,2600472
20000,49,5201088
30000,52,7479184
40000,57,10607040
50000,58,-20864936
60000,74,16243512
70000,84,-14398968
80000,28,14755800
90000,20,-14144072
100000,27,19480648
110000,31,-11685504
120000,33,22285888
130000,41,24539096
140000,28,-38210136
150000,21,27270304
160000,44,-33841176
170000,24,35006632
180000,30,34053104
190000,44,38254000
200000,35,-93003136
210000,34,41546008
220000,30,42830200
230000,47,-85691104
240000,36,48050832
250000,57,46740072
260000,45,47395472
270000,51,53244176
280000,51,-209692824
290000,43,58463216
300000,39,54578272
310000,44,55233664
320000,58,62348160
330000,53,-194970128
340000,51,66561728
350000,51,74881944
360000,48,69183200
370000,72,71804640
380000,93,72132336
390000,63,-340983944
400000,71,83214376
410000,63,80135888
420000,61,77514432
430000,62,83214400
440000,70,-329337392
450000,65,95228144
460000,64,79377168
470000,66,99160344
480000,67,79377168
490000,87,92606696
500000,115,108651688
510000,117,-566274512
520000,94,92846544
530000,87,95468000
540000,78,108731784
550000,77,106110336
560000,88,92846544
570000,79,106110312
580000,97,-543560184
590000,86,109379264
600000,81,109379264
610000,84,109379264
620000,101,111262592
630000,124,117243648
640000,242,-552127016
650000,256,122107896
660000,188,127350792
670000,297,132593688
680000,235,128661544
690000,200,-531020256
700000,85,141435856
710000,84,141435856
720000,88,141435856
730000,87,141435856
740000,99,-536617744
750000,90,149189184
760000,94,143618592
770000,105,162436944
780000,111,-523089200
790000,97,141487056
800000,109,166989904
810000,122,155111472
820000,105,155111472
830000,138,-521458848
840000,116,161232864
850000,109,165165016
860000,108,174817984
870000,133,-514543784
880000,105,176675792
890000,108,168811440
900000,132,168811440
910000,148,-503626896
920000,111,171788456
930000,132,179652848
940000,113,178583192
950000,158,-559024344
960000,122,190779912
970000,114,182915560
980000,115,182915560
990000,132,-499003976
1000000,129,190999352
1010000,134,184445752
1020000,376,-475706432
1030000,137,196972672
1040000,126,196972672
1050000,154,191729776
1060000,157,-479237720
1070000,147,197072576
1080000,130,199694032
1090000,169,-473680464
1100000,246,205601400
1110000,157,219308160
1120000,170,-507629280
1130000,159,210889416
1140000,157,210889416
1150000,157,216132312
1160000,169,-468075088
1170000,159,218699648
1180000,161,218699648
1190000,171,-454298584
1200000,165,218748008
1210000,177,236389560
1220000,200,-458125528
1230000,165,230527528
1240000,171,227578400
1250000,190,-447610504
1260000,168,231512872
1270000,170,236755768
1280000,284,-477632464
1290000,157,224962960
1300000,172,247185144
1310000,187,-439306744
1320000,187,259689864
1330000,193,-403530952
1340000,181,267569208
1350000,192,273439600
1360000,190,-400589352
1370000,194,278271224
1380000,289,-434607736
1390000,174,275914520
1400000,198,275914520
1410000,195,-397315784
1420000,202,273464960
1430000,231,-382705560
1440000,188,292996352
1450000,196,275956928
1460000,228,-386544000
1470000,220,284208424
1480000,218,-366377864
1490000,196,287100104
1500000,225,290919120
1510000,219,-392569448
1520000,193,302327112
1530000,336,-457256088
1540000,201,301522928
1550000,228,-349239824
1560000,209,304234304
1570000,231,-365857080
1580000,245,308225216
1590000,210,314133736
1600000,225,-375849352
1610000,214,311251024
1620000,234,-357781592
1630000,277,314462800
1640000,508,-443385656
1650000,233,327254312
1660000,270,-347309040
1670000,224,315067096
1680000,227,-335311088
1690000,243,318516256
1700000,236,-338817936
1710000,237,326497848
1720000,243,-333060400
1730000,225,331800016
1740000,229,340328232
1750000,244,-360350512
1760000,232,343248704
1770000,262,-350304472
1780000,234,340002536
1790000,264,-334112744
1800000,241,342695000
1810000,276,-333908592
1820000,235,346298720
1830000,275,-344123528
1840000,281,349769736
1850000,287,-330029112
1860000,247,354401536
1870000,270,-334580616
1880000,314,-431306552
1890000,249,357206704
1900000,269,-308544384
1910000,249,365765168
1920000,278,-303375368
1930000,255,357279472
1940000,278,-294915880
1950000,301,365873768
1960000,274,-289694216
1970000,255,374455664
1980000,280,-294754056
1990000,253,369379424
2000000,274,-290602528
2010000,307,-421908088
2020000,265,383637096
2030000,305,-293722536
2040000,301,382801664
2050000,295,-279105104
2060000,294,395865136
2070000,298,-278293488
2080000,274,387879824
2090000,278,-292607024
2100000,321,-275805104
2110000,295,401234592
2120000,292,-269853488
2130000,290,401985760
2140000,315,-267309256
2150000,281,396104512
2160000,297,-278968976
2170000,433,-403783072
2180000,285,400906080
2190000,345,-255769552
2200000,301,412451328
2210000,314,-267249104
2220000,358,-256572064
2230000,297,415557912
2240000,326,-256570776
2250000,309,424818864
2260000,307,-268518784
2270000,321,-243041552
2280000,332,426937072
2290000,309,-232023632
2300000,383,-246452320
2310000,314,435593824
2320000,338,-235655528
2330000,309,428421392
2340000,346,-417183376
2350000,331,-213583152
2360000,309,446246664
2370000,311,-246198592
2380000,336,-223099608
2390000,313,450304552
2400000,338,-222570400
2410000,341,-227006336
2420000,353,454196592
2430000,339,-226340976
2440000,458,-213450512
2450000,585,454430504
2460000,697,-374108152
2470000,346,-213445064
2480000,315,454524224
2490000,347,-185182336
2500000,359,-213777976
2510000,330,467231552
2520000,371,-205760736
2530000,355,-192075184
2540000,320,464901424
2550000,342,-191947568
2560000,347,-203451920
2570000,335,479295232
2580000,352,-191100104
2590000,361,-183088288
2600000,324,478520104
2610000,463,-398861800
2620000,408,-176328064
2630000,367,-122954080
2640000,348,536156936
2650000,350,-146562904
2660000,374,-108440008
2670000,391,-115169472
2680000,354,542016384
2690000,397,-322627080
2700000,395,-97061688
2710000,392,-109118816
2720000,394,-109080192
2730000,354,543783296
2740000,400,-125512272
2750000,401,-126283424
2760000,695,-277185152
2770000,391,-95473392
2780000,382,549941936
2790000,391,-132083944
2800000,420,-98404304
2810000,400,-95162072
2820000,404,-81400896
2830000,376,549264160
2840000,416,-114428752
2850000,432,-99538336
2860000,738,-313247528
2870000,404,-82053936
2880000,418,565870264
2890000,408,-123914432
2900000,416,-99314496
2910000,417,-84936232
2920000,424,-68134376
2930000,411,-67856176
2940000,415,-68157280
2950000,431,567421928
2960000,434,-94174104
2970000,447,-82657848
2980000,806,-348188848
2990000,431,-54543536
3000000,476,-68386320
3010000,397,600977344
3020000,412,-94518672
3030000,407,-63493320
3040000,433,-70874696
3050000,454,-54450872
3060000,437,-54146136
3070000,436,-40605280
3080000,479,-348252256
3090000,424,608502240
3100000,452,-79876592
3110000,451,-55140376
3120000,546,-50361816
3130000,488,-40332344
3140000,449,-40076608
3150000,454,-26665776
3160000,467,-40626448
3170000,397,619397224
3180000,426,-65376592
3190000,462,-66497216
3200000,458,-41322712
3210000,500,-47903064
3220000,719,-320903344
3230000,455,1713720
3240000,533,-12550296
3250000,511,-26583784
3260000,464,-13001312
3270000,715,-13158256
3280000,490,-13201968
3290000,451,634896320
3300000,463,-45047528
3310000,609,-353819000
3320000,466,22496352
3330000,459,-25714720
3340000,491,-19219928
3350000,515,5063784
3360000,471,11059768
3370000,585,8400560
3380000,497,1418552
3390000,487,1037264
3400000,485,14641008
3410000,826,-324480408
3420000,481,14554112
3430000,477,14360400
3440000,493,14385456
3450000,493,14371376
3460000,490,14363056
3470000,478,14358288
3480000,485,28154200
3490000,505,14354368
3500000,509,675305120
3510000,549,-10488312
3520000,533,-392085728
3530000,505,33405064
3540000,481,27040
3550000,483,-13537184
3560000,529,16767360
3570000,483,2720232
3580000,459,8527232
3590000,487,8697136
3600000,488,11230984
3610000,500,5864456
3620000,492,12227224
3630000,478,2200512
3640000,502,10668512
3650000,502,10606448
3660000,549,27678096
3670000,551,11261488
3680000,502,5286392
3690000,532,-630327512
3700000,540,55774560
3710000,531,69549072
3720000,549,55751112
3730000,535,55751032
3740000,644,-271930360
3750000,513,69605456
3760000,538,69550208
3770000,529,69550272
3780000,579,69549984
3790000,536,69550080
3800000,538,69549856
3810000,538,83338632
3820000,546,83351960
3830000,1020,-308067280
3840000,551,83405448
3850000,536,90550632
3860000,542,56830608
3870000,535,76752720
3880000,591,56753712
3890000,519,65531856
3900000,559,-597889504
3910000,558,97074840
3920000,552,97142120
3930000,563,97198056
3940000,576,97210672
3950000,578,97161232
3960000,1063,-331862960
3970000,592,97235584
3980000,541,128375720
3990000,589,77192928
4000000,839,73675136
4010000,1149,-565891960
4020000,702,110997832
4030000,559,110909456
4040000,559,110957216
4050000,578,124753904
4060000,574,110965336
4070000,581,124760800
4080000,617,104335672
4090000,760,-351413984
4100000,602,-524810512
4110000,553,124641968
4120000,598,138506728
4130000,614,124777920
4140000,602,138616304
4150000,606,124762072
4160000,602,118152784
4170000,591,111891320
4180000,893,-554118016
4190000,642,138512432
4200000,862,-294247408
4210000,622,152384176
4220000,594,138588952
4230000,667,131966536
4240000,598,106689768
4250000,619,-537567896
4260000,619,152359472
4270000,599,152310352
4280000,656,166118864
4290000,667,141914408
4300000,684,-510037016
4310000,666,152166400
4320000,627,166070912
4330000,764,-316468912
4340000,616,166257144
4350000,613,145783536
4360000,633,-513664592
4370000,611,166160000
4380000,716,179941136
4390000,714,166146448
4400000,637,183060816
4410000,661,-509906048
4420000,641,179738712
4430000,641,179890520
4440000,633,179952736
4450000,644,170793512
4460000,757,-1011346280
4470000,603,193641392
4480000,704,193738592
4490000,683,179927712
4500000,639,173378400
4510000,741,-491279120
4520000,642,193757712
4530000,636,207540696
4540000,664,200063632
4550000,698,-475098344
4560000,672,207311704
4570000,737,207491648
4580000,831,193796296
4590000,786,-1011758112
4600000,629,207562608
4610000,655,221326776
4620000,668,207562192
4630000,728,-461385136
4640000,664,221359496
4650000,682,221339584
4660000,681,221342240
4670000,762,-447616680
4680000,784,221365432
4690000,698,221341456
4700000,699,221341408
4710000,1101,-1000332808
4720000,679,221396616
4730000,683,235140624
4740000,681,224191136
4750000,719,-446258904
4760000,732,234964896
4770000,674,235140832
4780000,877,-433163760
4790000,680,235109216
4800000,723,248923592
4810000,691,237852744
4820000,750,-448705480
4830000,716,248746120
4840000,760,248941264
4850000,917,-1014744064
4860000,723,262729552
4870000,701,248949376
4880000,825,-419912496
4890000,690,262750176
4900000,730,262702592
4910000,727,-406172144
4920000,702,262757488
4930000,740,262737616
4940000,709,241777544
4950000,754,-426873352
4960000,718,276561544
4970000,720,255587376
4980000,890,-414163424
4990000,1047,-311383600
